Datum: 27.07.2015 14:57
_KM.M____   RK1-i    RYCH   SL_D1   SP_D1   SK_D2   K70-i   PKcel   ZKS_%   ZKS_b   VK_D2   VL_D1   VP_D1
000.03050   -0.59   33.20    0.70    0.17   -0.12    0.08    2.39   12.42    3.00    0.75    0.10   -0.04
000.03075   -0.63   33.20    0.69    0.18   -0.11    0.08    2.27   14.67    1.50    0.79    0.06    0.06
000.031     -0.63   33.20    0.63    0.14   -0.09    0.09    2.17   14.67    1.50    0.82    0.03    0.18
000.03125   -0.55   33.20    0.54    0.04   -0.07    0.09    2.04   14.33    1.50    0.86    0.00    0.29
000.03150   -0.46   33.20    0.46   -0.05   -0.05    0.09    1.87   13.33    1.50    0.89   -0.04    0.43
000.03175   -0.34   33.20    0.39   -0.11   -0.03    0.09    1.53   12.33    1.50    0.92   -0.07    0.57
000.032     -0.26   33.20    0.32   -0.12   -0.01    0.09    1.35   11.17    1.50    0.95   -0.07    0.71
000.03225   -0.22   33.20    0.24   -0.07    0.00    0.09    1.30    9.83    1.50    0.98   -0.03    0.85
000.03250   -0.29   33.20    0.17    0.02    0.02    0.09    1.24    8.58    3.00    1.00    0.03    0.99
000.03275   -0.45   33.20    0.10    0.13    0.05    0.10    1.23    7.33    3.00    1.02    0.12    1.08
000.033     -0.68   33.20    0.06    0.23    0.07    0.10    1.26    6.08    3.00    1.04    0.18    1.12
000.03325   -0.84   33.20    0.05    0.31    0.10    0.10    1.24    4.67    3.00    1.05    0.20    1.11
000.03350   -1.01   33.20    0.08    0.36    0.12    0.10    1.15    3.78    9.00    1.06    0.16    1.05
000.03375   -1.07   33.20    0.13    0.39    0.15    0.10    1.11    3.44   10.50    1.07    0.07    0.97
000.034     -1.11   33.20    0.18    0.41    0.17    0.10    1.00    3.52   10.50    1.08   -0.04    0.90
000.03425   -1.08   33.20    0.21    0.42    0.20    0.10    0.90    3.69   12.00    1.08   -0.11    0.86
000.03450   -1.07   33.20    0.22    0.46    0.23    0.11    0.94    3.93   12.00    1.08   -0.15    0.87
000.03475   -1.06   33.20    0.20    0.55    0.26    0.11    0.96    4.17    3.00    1.07   -0.13    0.91
000.035     -1.17   33.20    0.14    0.68    0.28    0.11    1.02    5.17    3.00    1.07   -0.06    0.94
000.03525   -1.32   33.20    0.05    0.84    0.31    0.11    1.21    6.25    3.00    1.06    0.03    0.96
000.03550   -1.48   33.20   -0.04    1.00    0.34    0.11    1.30    7.25    3.00    1.04    0.14    0.95
000.03575   -1.64   33.20   -0.11    1.13    0.37    0.11    1.47    8.00    3.00    1.03    0.25    0.92
000.036     -1.75   33.20   -0.13    1.19    0.39    0.11    1.59    8.50    3.00    1.01    0.39    0.90
000.03625   -1.72   33.20   -0.08    1.18    0.42    0.12    1.70    8.67    3.00    0.98    0.54    0.89
000.03650   -1.56   33.20    0.05    1.10    0.45    0.12    1.77    9.67    1.50    0.96    0.71    0.91
000.03675   -1.36   33.20    0.23    0.98    0.48    0.12    1.89    9.00    1.50    0.93    0.85    0.91
000.037     -1.06   33.20    0.43    0.84    0.50    0.12    1.95    8.17    1.50    0.90    0.94    0.88
000.03725   -0.76   33.20    0.61    0.73    0.53    0.12    1.97    7.67    1.50    0.86    0.97    0.80
000.03750   -0.54   33.20    0.74    0.66    0.55    0.12    2.01    6.50    1.50    0.83    0.96    0.69
000.03775   -0.35   33.20    0.82    0.63    0.58    0.12    2.20    5.17    1.50    0.79    0.91    0.55
000.038     -0.23   33.20    0.86    0.61    0.60    0.12    2.32    4.48    6.00    0.74    0.83    0.40
000.03825   -0.16   33.20    0.88    0.56    0.63    0.13    2.32    3.70    6.00    0.70    0.71    0.25
000.03850   -0.01   33.20    0.90    0.45    0.65    0.13    2.37    3.05    7.50    0.65    0.53    0.06
000.03875    0.17   33.20    0.89    0.27    0.67    0.13    2.31    2.93    9.00    0.61    0.23   -0.20
000.039      0.34   33.20    0.84    0.03    0.69    0.13    2.29    2.98    9.00    0.56   -0.20   -0.58
000.03925    0.55   33.20    0.72   -0.20    0.71    0.13    2.22    2.84    9.00    0.51   -0.72   -1.05
000.03950    0.70   33.20    0.55   -0.39    0.73    0.13    2.14    2.73   10.50    0.45   -1.29   -1.59
000.03975    0.71   33.20    0.35   -0.52    0.75    0.13    2.09    2.61   10.50    0.40   -1.82   -2.10
000.040      0.65   33.20    0.15   -0.59    0.77    0.13    2.22    2.92    3.00    0.34   -2.20   -2.51
000.04025    0.57   33.20   -0.03   -0.62    0.78    0.14    2.12    3.50    3.00    0.29   -2.39   -2.73
000.04050    0.47   33.20   -0.17   -0.65    0.80    0.14    2.24    4.00    3.00    0.23   -2.40   -2.77
000.04075    0.36   33.20   -0.29   -0.69    0.81    0.14    2.15    4.08    3.00    0.17   -2.23   -2.61
