_KM.M____   RK1-i    RYCH   SL_D1   SP_D1   SK_D2   K70-i   PKcel   ZKS_%   ZKS_b   VK_D2   VL_D1   VP_D1
000.03450   -0.32   33.30    0.20    0.58    0.15    0.13    1.47    5.64    9.00    1.07   -0.01    1.16
000.03475   -0.33   33.30    0.25    0.63    0.18    0.13    1.32    5.84   10.50    1.07   -0.03    1.21
000.035     -0.35   33.30    0.28    0.68    0.21    0.14    1.58    5.83   12.00    1.08    0.00    1.29
000.03525   -0.38   33.30    0.26    0.73    0.24    0.14    1.39    5.95   12.00    1.08    0.04    1.35
000.03550   -0.49   33.30    0.22    0.80    0.27    0.14    1.57    6.15   12.00    1.07    0.09    1.38
000.03575   -0.60   33.30    0.14    0.87    0.30    0.14    1.69    6.15   13.50    1.07    0.11    1.34
000.036     -0.75   33.30    0.05    0.94    0.33    0.14    1.85    6.50    3.00    1.06    0.14    1.26
000.03625   -0.88   33.30   -0.03    0.99    0.37    0.14    1.82    7.58    3.00    1.04    0.18    1.16
000.03650   -0.99   33.30   -0.08    1.02    0.40    0.14    2.03    8.25    3.00    1.03    0.29    1.10
000.03675   -1.01   33.30   -0.06    1.01    0.43    0.15    2.18    8.92    3.00    1.01    0.45    1.08
000.037     -0.93   33.30    0.03    0.97    0.46    0.15    2.39    9.08    3.00    0.98    0.64    1.08
000.03725   -0.73   33.30    0.17    0.89    0.49    0.15    2.32    8.75    3.00    0.96    0.80    1.06
000.03750   -0.49   33.30    0.34    0.82    0.51    0.15    2.41    9.00    1.50    0.93    0.91    1.01
000.03775   -0.23   33.30    0.50    0.76    0.54    0.15    2.45    8.33    1.50    0.90    0.96    0.90
000.038     -0.00   33.30    0.64    0.72    0.57    0.15    2.60    7.50    1.50    0.86    0.95    0.76
000.03825    0.18   33.30    0.73    0.70    0.60    0.15    2.63    6.00    1.50    0.82    0.91    0.61
000.03850    0.27   33.30    0.82    0.67    0.62    0.15    2.78    5.10    6.00    0.78    0.87    0.50
000.03875    0.34   33.30    0.89    0.61    0.65    0.16    2.94    4.67   18.00    0.74    0.81    0.41
000.039      0.44   33.30    0.94    0.48    0.67    0.16    2.85    4.36   18.00    0.69    0.68    0.31
000.03925    0.57   33.30    0.94    0.30    0.70    0.16    2.99    3.92   18.00    0.64    0.43    0.10
000.03950    0.70   33.30    0.90    0.09    0.72    0.16    2.84    3.74   19.50    0.59    0.04   -0.25
000.03975    0.90   33.30    0.77   -0.13    0.74    0.16    2.79    3.64    9.00    0.54   -0.50   -0.76
000.040      1.05   33.30    0.59   -0.32    0.76    0.16    2.66    3.60    9.00    0.49   -1.12   -1.40
000.04025    1.13   33.30    0.38   -0.46    0.78    0.16    2.67    3.31   10.50    0.43   -1.74   -2.05
000.04050    1.14   33.30    0.18   -0.55    0.79    0.16    2.65    3.27   10.50    0.38   -2.25   -2.61
000.04075    1.10   33.30   -0.00   -0.61    0.81    0.17    2.73    3.02   10.50    0.32   -2.58   -2.99
000.041      0.99   33.30   -0.16   -0.64    0.83    0.17    2.58    2.94   12.00    0.26   -2.70   -3.15
000.04125    0.87   33.30   -0.30   -0.67    0.84    0.17    2.86    3.11   13.50    0.20   -2.61   -3.10
000.04150    0.79   33.30   -0.44   -0.71    0.85    0.17    2.68    3.41   13.50    0.14   -2.39   -2.89
000.04175    0.75   33.30   -0.54   -0.74    0.86    0.17    2.54    3.59   13.50    0.08   -2.08   -2.57
000.042      0.70   33.30   -0.61   -0.75    0.87    0.17    2.52    3.78   13.50    0.02   -1.71   -2.17
000.04225    0.72   33.30   -0.62   -0.74    0.88    0.17    2.58    3.74   13.50   -0.03   -1.33   -1.72
000.04250    0.80   33.30   -0.58   -0.72    0.89    0.17    2.43    3.52   13.50   -0.09   -0.95   -1.24
000.04275    0.91   33.30   -0.49   -0.71    0.89    0.17    2.45    3.30   15.00   -0.15   -0.58   -0.76
000.043      0.99   33.30   -0.39   -0.71    0.90    0.18    2.40    2.97   15.00   -0.21   -0.24   -0.32
000.04325    1.14   33.30   -0.28   -0.72    0.90    0.18    2.25    2.40   15.00   -0.27    0.06    0.05
000.04350    1.31   33.30   -0.19   -0.73    0.90    0.18    2.37    2.05    7.50   -0.33    0.33    0.32
000.04375    1.44   33.30   -0.13   -0.70    0.90    0.18    2.43    1.88    6.00   -0.38    0.55    0.49
000.044      1.53   33.30   -0.09   -0.62    0.90    0.18    2.41    1.61    6.00   -0.44    0.74    0.61
000.04425    1.63   33.30   -0.05   -0.50    0.90    0.18    2.35    1.46    6.00   -0.49    0.91    0.70
000.04450    1.59   33.30   -0.03   -0.39    0.90    0.18    2.47    1.11    4.50   -0.54    1.05    0.78
000.04475    1.53   33.30   -0.01   -0.29    0.89    0.18    2.41    1.63   13.50   -0.58    1.16    0.85
000.045      1.48   33.30    0.00   -0.26    0.89    0.18    2.55    2.11   13.50   -0.63    1.24    0.89
000.04525    1.38   33.30   -0.01   -0.28    0.88    0.18    2.52    2.56   13.50   -0.67    1.28    0.89
000.04550    1.26   33.30   -0.06   -0.35    0.87    0.19    2.46    2.96   13.50   -0.71    1.28    0.87
000.04575    1.20   33.30   -0.13   -0.44    0.86    0.19    2.35    3.11   13.50   -0.74    1.25    0.82
000.046      1.11   33.30   -0.21   -0.51    0.85    0.19    2.42    3.33   13.50   -0.78    1.15    0.76
000.04625    1.02   33.30   -0.28   -0.55    0.84    0.19    2.24    3.22   13.50   -0.81    1.00    0.68
000.04650    0.94   33.30   -0.32   -0.57    0.83    0.19    2.25    3.19   13.50   -0.83    0.81    0.59
000.04675    0.89   33.30   -0.33   -0.54    0.81    0.19    2.29    3.39   18.00   -0.85    0.58    0.47
000.047      0.83   33.30   -0.30   -0.48    0.80    0.19    2.23    3.86   18.00   -0.87    0.34    0.32
000.04725    0.79   33.30   -0.27   -0.38    0.79    0.19    2.30    4.18   16.50   -0.89    0.12    0.13
000.04750    0.70   33.30   -0.26   -0.26    0.77    0.19    2.41    4.52   16.50   -0.90   -0.05   -0.08
000.04775    0.63   33.30   -0.26   -0.10    0.75    0.19    2.41    4.82   16.50   -0.90   -0.17   -0.30
000.048      0.52   33.30   -0.30    0.05    0.74    0.19    2.54    4.94   16.50   -0.90   -0.23   -0.50
000.04825    0.40   33.30   -0.32    0.19    0.72    0.19    2.57    4.97   16.50   -0.90   -0.24   -0.65
000.04850    0.25   33.30   -0.35    0.30    0.70    0.19    2.62    5.03   16.50   -0.89   -0.21   -0.76
000.04875    0.12   33.30   -0.35    0.37    0.68    0.20    2.62    4.93   15.00   -0.88   -0.16   -0.83
000.049     -0.03   33.30   -0.33    0.42    0.66    0.20    2.65    5.00   15.00   -0.87   -0.10   -0.85
000.04925   -0.18   33.30   -0.27    0.44    0.64    0.20    2.67    5.00   15.00   -0.85    0.00   -0.85
000.04950   -0.34   33.30   -0.20    0.46    0.62    0.20    2.68    4.90   15.00   -0.82    0.09   -0.82
000.04975   -0.42   33.30   -0.12    0.47    0.60    0.20    2.73    4.85   13.50   -0.79    0.19   -0.75
000.050     -0.48   33.30   -0.02    0.47    0.57    0.20    2.75    4.85   13.50   -0.76    0.29   -0.63
000.05025   -0.44   33.30    0.07    0.45    0.55    0.20    2.70    4.96   12.00   -0.72    0.36   -0.45
000.05050   -0.38   33.30    0.16    0.41    0.53    0.20    2.49    5.28   12.00   -0.68    0.41   -0.25
000.05075   -0.25   33.30    0.23    0.35    0.51    0.20    2.44    5.83    3.00   -0.64    0.41   -0.05
000.051     -0.14   33.30    0.27    0.29    0.48    0.20    2.50    5.92    3.00   -0.59    0.39    0.13
000.05125    0.00   33.30    0.28    0.24    0.46    0.20    2.26    6.17    3.00   -0.54    0.38    0.26
000.05150    0.08   33.30    0.27    0.25    0.44    0.20    2.18    5.83    3.00   -0.48    0.40    0.37
000.05175    0.13   33.30    0.25    0.31    0.41    0.20    1.90    5.42    3.00   -0.42    0.46    0.47
000.052      0.14   33.30    0.24    0.41    0.39    0.20    1.95    6.00    1.50   -0.36    0.54    0.56
