Datum: 09.04.2015 07:08
_KM.M____   RK1-i    RYCH   SL_D1   SP_D1   SK_D2   K70-i   PKcel   ZKS_%   ZKS_b   VK_D2   VL_D1   VP_D1
000.01375   -0.09   33.10   -1.40   -0.13    0.01    0.07    2.14    8.75    3.00   -0.36    0.09   -0.58
000.014     -0.20   33.10   -1.38   -0.08    0.03    0.07    2.28    8.27   16.50   -0.39    0.10   -0.60
000.01425   -0.27   33.10   -1.29   -0.06    0.04    0.07    2.39    7.76   16.50   -0.42    0.08   -0.63
000.01450   -0.26   33.10   -1.13   -0.08    0.06    0.07    2.46    7.12   16.50   -0.45    0.10   -0.67
000.01475   -0.20   33.10   -0.93   -0.13    0.08    0.07    2.66    6.42   18.00   -0.49    0.15   -0.72
000.015     -0.07   33.10   -0.75   -0.21    0.09    0.07    2.71    5.94   18.00   -0.52    0.23   -0.75
000.01525    0.15   33.10   -0.63   -0.31    0.10    0.07    2.69    5.41   19.50   -0.55    0.31   -0.76
000.01550    0.34   33.10   -0.60   -0.40    0.12    0.07    2.68    5.15   19.50   -0.58    0.36   -0.75
000.01575    0.41   33.10   -0.64   -0.46    0.13    0.07    2.49    4.79   19.50   -0.61    0.38   -0.72
000.016      0.43   33.10   -0.69   -0.45    0.13    0.07    2.48    4.31   19.50   -0.64    0.39   -0.65
000.01625    0.37   33.10   -0.72   -0.39    0.14    0.07    2.50    3.74   19.50   -0.67    0.40   -0.56
000.01650    0.22   33.10   -0.71   -0.28    0.14    0.07    2.37    3.33   13.50   -0.70    0.43   -0.48
000.01675    0.05   33.10   -0.66   -0.15    0.15    0.07    2.34    3.93   13.50   -0.73    0.45   -0.41
000.017     -0.06   33.10   -0.56   -0.04    0.15    0.07    2.32    4.33   13.50   -0.75    0.44   -0.37
000.01725   -0.14   33.10   -0.43    0.04    0.15    0.07    2.36    4.63   13.50   -0.78    0.39   -0.37
000.01750   -0.11   33.10   -0.25    0.07    0.15    0.07    2.32    4.69    6.00   -0.80    0.30   -0.42
000.01775   -0.03   33.10   -0.01    0.04    0.15    0.07    2.42    5.21    6.00   -0.83    0.18   -0.50
000.018      0.18   33.10    0.28   -0.04    0.14    0.07    2.37    5.57    6.00   -0.85    0.05   -0.58
000.01825    0.46   33.10    0.59   -0.15    0.14    0.07    2.25    5.83    6.00   -0.86   -0.06   -0.65
000.01850    0.80   33.10    0.88   -0.28    0.13    0.07    2.20    5.92    3.00   -0.88   -0.16   -0.69
000.01875    1.12   33.10    1.07   -0.38    0.12    0.07    2.08    6.33    3.00   -0.90   -0.20   -0.68
000.019      1.30   33.10    1.12   -0.43    0.11    0.07    2.01    6.42    3.00   -0.91   -0.21   -0.64
000.01925    1.34   33.10    1.05   -0.42    0.10    0.07    1.92    6.58    3.00   -0.92   -0.19   -0.56
000.01950    1.25   33.10    0.89   -0.38    0.09    0.07    1.87    6.78   18.00   -0.93   -0.17   -0.47
000.01975    1.03   33.10    0.69   -0.32    0.08    0.07    1.79    6.81   18.00   -0.94   -0.16   -0.36
000.020      0.73   33.10    0.52   -0.25    0.06    0.07    1.67    6.78   18.00   -0.95   -0.15   -0.24
000.02025    0.50   33.10    0.39   -0.17    0.05    0.07    1.53    6.56   18.00   -0.95   -0.14   -0.12
000.02050    0.32   33.10    0.31   -0.09    0.03    0.07    1.46    6.25   18.00   -0.95   -0.15    0.00
000.02075    0.15   33.10    0.24    0.02    0.02    0.07    1.42    5.78   18.00   -0.95   -0.14    0.13
000.021     -0.05   33.10    0.14    0.15    0.00    0.07    1.43    5.19   18.00   -0.94   -0.13    0.25
000.02125   -0.25   33.10    0.02    0.30    0.00    0.07    1.39    4.53   18.00   -0.94   -0.12    0.34
000.02150   -0.56   33.10   -0.11    0.44   -0.02    0.08    1.42    3.97   16.50   -0.93   -0.12    0.42
000.02175   -0.87   33.10   -0.20    0.54   -0.04    0.08    1.42    3.48   16.50   -0.92   -0.12    0.46
000.022     -1.09   33.10   -0.23    0.57   -0.06    0.08    1.44    2.97   15.00   -0.90   -0.11    0.47
000.02225   -1.21   33.10   -0.18    0.53   -0.07    0.08    1.48    3.83    3.00   -0.89   -0.09    0.47
000.02250   -1.24   33.10   -0.09    0.44   -0.09    0.08    1.58    4.67    3.00   -0.87   -0.07    0.45
